Id,Expression,Answer
16233,87-508,-421
16234,431-401,30
16235,455-802,-347
16236,121-379,-258
16237,663-818,-155
16238,937-495,442
16239,598-389,209
16240,89-900,-811
16241,844-552,292
16242,583-657,-74
16243,596-510,86
16244,514-806,-292
16245,975-724,251
16246,147-15,132
16247,781-241,540
16248,720-390,330
16249,664-659,5
16250,537-782,-245
16251,128-962,-834
16252,629-792,-163
16253,892-877,15
16254,530-578,-48
16255,557-825,-268
16256,622-623,-1
16257,342-736,-394
16258,741-311,430
16259,489-558,-69
16260,997-796,201
16261,68-433,-365
16262,523-893,-370
16263,198-640,-442
16264,789-632,157
16265,997-201,796
16266,764-400,364
16267,285-651,-366
16268,151-727,-576
16269,359-188,171
16270,547-233,314
16271,182-722,-540
16272,549-744,-195
16273,67-510,-443
16274,892-743,149
16275,132-19,113
16276,922-767,155
16277,682-324,358
16278,920-669,251
16279,810-4,806
16280,972-301,671
16281,419-500,-81
16282,835-650,185
16283,264-891,-627
16284,491-214,277
16285,895-568,327
16286,400-281,119
16287,907-518,389
16288,38-511,-473
16289,111-209,-98
16290,296-778,-482
16291,575-227,348
16292,473-987,-514
16293,737-60,677
16294,927-408,519
16295,830-133,697
16296,472-388,84
16297,705-353,352
16298,616-696,-80
16299,936-433,503
16300,178-846,-668
16301,910-931,-21
16302,807-494,313
16303,695-851,-156
16304,987-54,933
16305,980-267,713
16306,326-548,-222
16307,206-212,-6
16308,41-825,-784
16309,559-951,-392
16310,346-82,264
16311,177-849,-672
16312,253-543,-290
16313,431-692,-261
16314,529-63,466
16315,58-985,-927
16316,740-407,333
16317,956-40,916
16318,267-890,-623
16319,872-693,179
16320,210-256,-46
16321,565-191,374
16322,862-634,228
16323,643-384,259
16324,539-258,281
16325,951-504,447
16326,556-320,236
16327,775-829,-54
16328,89-707,-618
16329,644-232,412
16330,874-385,489
16331,758-239,519
16332,462-397,65
16333,778-946,-168
16334,899-53,846
16335,868-442,426
16336,976-396,580
16337,598-225,373
16338,61-423,-362
16339,267-992,-725
16340,186-866,-680
16341,932-489,443
16342,935-86,849
16343,78-754,-676
16344,956-946,10
16345,785-567,218
16346,665-831,-166
16347,917-126,791
16348,749-660,89
16349,394-541,-147
16350,517-695,-178
16351,602-920,-318
16352,320-765,-445
16353,276-506,-230
16354,274-41,233
16355,461-381,80
16356,241-217,24
16357,72-861,-789
16358,184-7,177
16359,48-273,-225
16360,92-93,-1
16361,652-637,15
16362,778-924,-146
16363,602-848,-246
16364,367-166,201
16365,541-391,150
16366,322-257,65
16367,161-209,-48
16368,780-423,357
16369,917-130,787
16370,221-421,-200
16371,546-314,232
16372,903-624,279
16373,572-822,-250
16374,21-643,-622
16375,200-541,-341
16376,853-49,804
16377,962-628,334
16378,247-318,-71
16379,532-931,-399
16380,170-275,-105
16381,251-118,133
16382,419-381,38
16383,561-418,143
16384,353-891,-538
16385,677-642,35
16386,162-397,-235
16387,194-175,19
16388,869-72,797
16389,254-396,-142
16390,568-415,153
16391,494-814,-320
16392,178-726,-548
16393,728-922,-194
16394,321-753,-432
16395,472-924,-452
16396,552-806,-254
16397,321-920,-599
16398,6-261,-255
16399,217-183,34
16400,684-41,643
16401,979-749,230
16402,460-667,-207
16403,718-531,187
16404,585-587,-2
16405,751-280,471
16406,856-673,183
16407,715-197,518
16408,192-452,-260
16409,126-519,-393
16410,89-134,-45
16411,738-990,-252
16412,59-363,-304
16413,78-843,-765
16414,923-261,662
16415,710-53,657
16416,889-399,490
16417,328-333,-5
16418,378-769,-391
16419,525-521,4
16420,107-706,-599
16421,157-906,-749
16422,346-232,114
16423,586-460,126
16424,975-396,579
16425,277-515,-238
16426,471-297,174
16427,503-710,-207
16428,44-966,-922
16429,945-947,-2
16430,726-970,-244
16431,666-171,495
16432,33-280,-247
16433,796-307,489
16434,977-956,21
16435,964-935,29
16436,496-544,-48
16437,118-761,-643
16438,333-550,-217
16439,281-655,-374
16440,621-9,612
16441,913-841,72
16442,724-861,-137
16443,972-815,157
16444,59-801,-742
16445,753-719,34
16446,555-624,-69
16447,350-772,-422
16448,367-159,208
16449,21-945,-924
16450,799-746,53
16451,808-411,397
16452,225-140,85
16453,628-965,-337
16454,880-529,351
16455,10-809,-799
16456,513-184,329
16457,513-427,86
16458,775-854,-79
16459,684-532,152
16460,315-827,-512
16461,120-881,-761
16462,28-922,-894
16463,376-481,-105
16464,927-882,45
16465,6-84,-78
16466,136-270,-134
16467,641-423,218
16468,521-915,-394
16469,32-874,-842
16470,865-843,22
16471,476-60,416
16472,63-852,-789
16473,814-806,8
16474,404-190,214
16475,885-764,121
16476,806-134,672
16477,397-25,372
16478,350-638,-288
16479,408-0,408
16480,31-949,-918
16481,625-347,278
16482,796-157,639
16483,647-833,-186
16484,766-384,382
16485,403-833,-430
16486,155-302,-147
16487,637-674,-37
16488,251-816,-565
16489,829-643,186
16490,726-712,14
16491,221-722,-501
16492,273-157,116
16493,226-359,-133
16494,710-164,546
16495,50-858,-808
16496,836-675,161
16497,962-776,186
16498,150-780,-630
16499,217-992,-775
16500,479-752,-273
16501,948-753,195
16502,392-910,-518
16503,771-418,353
16504,550-248,302
16505,346-792,-446
16506,491-734,-243
16507,434-300,134
16508,28-691,-663
16509,830-808,22
16510,700-509,191
16511,684-916,-232
16512,616-60,556
16513,544-597,-53
16514,701-61,640
16515,818-670,148
16516,87-796,-709
16517,103-705,-602
16518,256-714,-458
16519,714-909,-195
16520,214-86,128
16521,286-654,-368
16522,322-673,-351
16523,686-712,-26
16524,754-625,129
16525,108-967,-859
16526,586-122,464
16527,999-672,327
16528,555-273,282
16529,151-124,27
16530,858-838,20
16531,734-625,109
16532,12-570,-558
16533,895-779,116
16534,294-207,87
16535,644-945,-301
16536,71-652,-581
16537,535-964,-429
16538,406-506,-100
16539,536-828,-292
16540,142-247,-105
16541,243-808,-565
16542,263-824,-561
16543,229-760,-531
16544,20-622,-602
16545,254-360,-106
16546,717-373,344
16547,422-750,-328
16548,980-298,682
16549,262-402,-140
16550,524-136,388
16551,202-384,-182
16552,818-560,258
16553,326-438,-112
16554,794-734,60
16555,129-125,4
16556,452-869,-417
16557,403-60,343
16558,996-40,956
16559,336-911,-575
16560,683-589,94
16561,458-567,-109
16562,507-405,102
16563,676-718,-42
16564,710-516,194
16565,187-132,55
16566,277-320,-43
16567,357-400,-43
16568,920-446,474
16569,985-181,804
16570,815-811,4
16571,620-110,510
16572,901-764,137
16573,546-782,-236
16574,517-516,1
16575,783-261,522
16576,704-965,-261
16577,388-436,-48
16578,348-751,-403
16579,879-3,876
16580,127-153,-26
16581,438-438,0
16582,646-703,-57
16583,829-979,-150
16584,411-665,-254
16585,782-590,192
16586,459-829,-370
16587,415-307,108
16588,848-692,156
16589,335-458,-123
16590,38-302,-264
16591,119-334,-215
16592,562-17,545
16593,868-270,598
16594,801-644,157
16595,849-971,-122
16596,402-870,-468
16597,489-477,12
16598,371-385,-14
16599,73-592,-519
16600,211-480,-269
16601,428-383,45
16602,511-600,-89
16603,958-520,438
16604,864-167,697
16605,943-489,454
16606,661-932,-271
16607,668-531,137
16608,907-800,107
16609,803-929,-126
16610,21-13,8
16611,284-805,-521
16612,767-656,111
16613,683-172,511
16614,18-890,-872
16615,793-844,-51
16616,912-257,655
16617,247-142,105
16618,949-199,750
16619,888-988,-100
16620,737-467,270
16621,4-47,-43
16622,600-621,-21
16623,436-13,423
16624,557-543,14
16625,570-415,155
16626,623-114,509
16627,888-131,757
16628,289-355,-66
16629,639-701,-62
16630,7-96,-89
16631,860-423,437
16632,462-841,-379
16633,22-97,-75
16634,0-95,-95
16635,345-196,149
16636,167-677,-510
16637,393-462,-69
16638,299-297,2
16639,61-669,-608
16640,584-394,190
16641,516-657,-141
16642,792-10,782
16643,134-317,-183
16644,95-851,-756
16645,410-419,-9
16646,540-329,211
16647,486-154,332
16648,71-706,-635
16649,946-347,599
16650,106-12,94
16651,754-243,511
16652,914-480,434
16653,533-670,-137
16654,728-435,293
16655,968-959,9
16656,758-732,26
16657,865-957,-92
16658,148-336,-188
16659,472-494,-22
16660,725-922,-197
16661,594-264,330
16662,548-219,329
16663,635-402,233
16664,166-892,-726
16665,37-660,-623
16666,686-172,514
16667,551-506,45
16668,804-101,703
16669,475-307,168
16670,174-670,-496
16671,934-712,222
16672,503-497,6
16673,996-506,490
16674,535-634,-99
16675,125-941,-816
16676,936-509,427
16677,784-917,-133
16678,873-512,361
16679,437-983,-546
16680,868-465,403
16681,839-370,469
16682,873-470,403
16683,317-94,223
16684,361-746,-385
16685,901-461,440
16686,51-600,-549
16687,560-55,505
16688,63-46,17
16689,50-273,-223
16690,145-276,-131
16691,369-602,-233
16692,390-395,-5
16693,485-453,32
16694,822-640,182
16695,522-288,234
16696,56-886,-830
16697,947-36,911
16698,633-557,76
16699,82-572,-490
16700,472-816,-344
16701,192-267,-75
16702,760-167,593
16703,152-949,-797
16704,522-29,493
16705,774-898,-124
16706,278-386,-108
16707,597-648,-51
16708,768-617,151
16709,544-932,-388
16710,241-524,-283
16711,556-17,539
16712,306-604,-298
16713,779-636,143
16714,4-843,-839
16715,500-93,407
16716,303-209,94
16717,310-338,-28
16718,962-514,448
16719,855-488,367
16720,702-743,-41
16721,726-527,199
16722,578-452,126
16723,364-649,-285
16724,58-844,-786
16725,873-214,659
16726,950-850,100
16727,595-131,464
16728,919-45,874
16729,675-136,539
16730,977-992,-15
16731,153-190,-37
16732,370-408,-38
16733,44-866,-822
16734,103-328,-225
16735,806-870,-64
16736,463-189,274
16737,952-479,473
16738,576-716,-140
16739,634-781,-147
16740,99-929,-830
16741,513-237,276
16742,218-731,-513
16743,829-58,771
16744,609-583,26
16745,57-269,-212
16746,300-877,-577
16747,200-866,-666
16748,131-287,-156
16749,192-442,-250
16750,244-446,-202
16751,404-347,57
16752,173-186,-13
16753,62-251,-189
16754,914-194,720
16755,110-954,-844
16756,361-207,154
16757,305-163,142
16758,413-239,174
16759,266-231,35
16760,874-176,698
16761,109-599,-490
16762,100-28,72
16763,520-727,-207
16764,196-922,-726
16765,101-481,-380
16766,575-136,439
16767,603-69,534
16768,642-578,64
16769,731-440,291
16770,800-744,56
16771,101-892,-791
16772,110-494,-384
16773,715-816,-101
16774,688-686,2
16775,217-631,-414
16776,940-685,255
16777,213-541,-328
16778,108-268,-160
16779,787-729,58
16780,788-576,212
16781,806-884,-78
16782,759-358,401
16783,135-365,-230
16784,635-900,-265
16785,330-123,207
16786,119-759,-640
16787,51-234,-183
16788,119-340,-221
16789,508-139,369
16790,900-978,-78
16791,208-713,-505
16792,35-378,-343
16793,526-773,-247
16794,3-680,-677
16795,92-820,-728
16796,206-108,98
16797,461-851,-390
16798,751-752,-1
16799,962-858,104
16800,718-248,470
16801,100-691,-591
16802,196-659,-463
16803,699-720,-21
16804,102-751,-649
16805,519-897,-378
16806,106-278,-172
16807,669-335,334
16808,820-359,461
16809,75-414,-339
16810,835-83,752
16811,539-414,125
16812,157-389,-232
16813,113-396,-283
16814,108-899,-791
16815,799-684,115
16816,275-640,-365
16817,410-124,286
16818,779-436,343
16819,455-936,-481
16820,55-247,-192
16821,441-614,-173
16822,336-794,-458
16823,75-152,-77
16824,61-767,-706
16825,391-481,-90
16826,971-789,182
16827,538-814,-276
16828,676-847,-171
16829,359-572,-213
16830,919-666,253
16831,868-971,-103
16832,123-985,-862
16833,251-2,249
16834,718-995,-277
16835,956-754,202
16836,325-400,-75
16837,393-530,-137
16838,791-218,573
16839,662-319,343
16840,259-452,-193
16841,124-630,-506
16842,837-781,56
16843,571-166,405
16844,880-718,162
16845,264-237,27
16846,980-875,105
16847,554-811,-257
16848,11-263,-252
16849,443-377,66
16850,739-174,565
16851,209-585,-376
16852,433-821,-388
16853,62-337,-275
16854,554-908,-354
16855,720-528,192
16856,747-815,-68
16857,806-73,733
16858,205-356,-151
16859,297-361,-64
16860,333-963,-630
16861,254-898,-644
16862,456-873,-417
16863,195-661,-466
16864,703-748,-45
16865,721-157,564
16866,330-567,-237
16867,687-301,386
16868,497-866,-369
16869,528-119,409
16870,155-71,84
16871,330-619,-289
16872,366-973,-607
16873,315-611,-296
16874,431-100,331
16875,720-599,121
16876,278-858,-580
16877,392-519,-127
16878,272-606,-334
16879,243-288,-45
16880,103-11,92
16881,314-112,202
16882,860-452,408
16883,507-28,479
16884,295-116,179
16885,562-821,-259
16886,647-390,257
16887,67-66,1
16888,766-299,467
16889,880-527,353
16890,148-473,-325
16891,197-12,185
16892,141-211,-70
16893,883-456,427
16894,712-116,596
16895,317-514,-197
16896,362-349,13
16897,168-603,-435
16898,947-780,167
16899,328-395,-67
16900,304-917,-613
16901,652-241,411
16902,328-441,-113
16903,61-853,-792
16904,167-223,-56
16905,764-11,753
16906,388-290,98
16907,399-432,-33
16908,641-545,96
16909,53-342,-289
16910,984-258,726
16911,190-472,-282
16912,516-283,233
16913,454-739,-285
16914,513-895,-382
16915,997-310,687
16916,573-73,500
16917,782-414,368
16918,130-216,-86
16919,394-621,-227
16920,505-172,333
16921,179-623,-444
16922,193-304,-111
16923,156-442,-286
16924,490-845,-355
16925,420-624,-204
16926,32-419,-387
16927,799-93,706
16928,389-593,-204
16929,708-654,54
16930,143-48,95
16931,735-437,298
16932,502-159,343
16933,364-656,-292
16934,956-195,761
16935,333-123,210
16936,161-674,-513
16937,598-450,148
16938,574-438,136
16939,722-565,157
16940,487-535,-48
16941,937-620,317
16942,109-186,-77
16943,329-92,237
16944,350-514,-164
16945,362-840,-478
16946,482-167,315
16947,44-229,-185
16948,786-224,562
16949,486-506,-20
16950,450-162,288
16951,77-87,-10
16952,732-238,494
16953,605-127,478
16954,992-793,199
16955,704-97,607
16956,732-726,6
16957,861-676,185
16958,235-36,199
16959,22-389,-367
16960,645-590,55
16961,359-603,-244
16962,751-161,590
16963,557-900,-343
16964,773-924,-151
16965,98-784,-686
16966,35-533,-498
16967,578-567,11
16968,600-917,-317
16969,14-500,-486
16970,3-630,-627
16971,81-624,-543
16972,106-831,-725
16973,601-88,513
16974,510-637,-127
16975,216-21,195
16976,629-6,623
16977,331-708,-377
16978,326-759,-433
16979,488-558,-70
16980,767-481,286
16981,75-24,51
16982,769-606,163
16983,199-172,27
16984,857-469,388
16985,488-402,86
16986,756-210,546
16987,57-144,-87
16988,244-432,-188
16989,839-27,812
16990,604-858,-254
16991,214-854,-640
16992,799-903,-104
16993,655-922,-267
16994,545-626,-81
16995,603-212,391
16996,565-12,553
16997,120-503,-383
16998,327-83,244
16999,175-361,-186
17000,946-27,919
17001,492-425,67
17002,547-549,-2
17003,351-935,-584
17004,910-910,0
17005,328-536,-208
17006,2-313,-311
17007,50-870,-820
17008,831-661,170
17009,551-830,-279
17010,628-899,-271
17011,330-549,-219
17012,205-37,168
17013,416-598,-182
17014,475-144,331
17015,76-546,-470
17016,671-215,456
17017,407-824,-417
17018,331-929,-598
17019,13-237,-224
17020,951-352,599
17021,356-26,330
17022,660-91,569
17023,719-977,-258
17024,502-575,-73
17025,814-405,409
17026,747-459,288
17027,43-249,-206
17028,93-381,-288
17029,265-116,149
17030,804-334,470
17031,786-697,89
17032,194-899,-705
17033,128-345,-217
17034,268-784,-516
17035,238-304,-66
17036,117-229,-112
17037,324-198,126
17038,346-187,159
17039,271-511,-240
17040,696-86,610
17041,712-326,386
17042,231-917,-686
17043,621-898,-277
17044,291-784,-493
17045,755-419,336
17046,672-687,-15
17047,802-702,100
17048,828-120,708
17049,832-505,327
17050,298-507,-209
17051,645-599,46
17052,802-733,69
17053,994-762,232
17054,587-131,456
17055,840-913,-73
17056,20-770,-750
17057,204-392,-188
17058,778-78,700
17059,356-61,295
17060,24-655,-631
17061,209-632,-423
17062,513-107,406
17063,516-253,263
17064,245-397,-152
17065,720-367,353
17066,790-100,690
17067,93-908,-815
17068,482-546,-64
17069,191-756,-565
17070,415-61,354
17071,198-390,-192
17072,370-302,68
17073,989-627,362
17074,472-292,180
17075,485-797,-312
17076,72-470,-398
17077,281-70,211
17078,304-472,-168
17079,156-620,-464
17080,565-750,-185
17081,971-219,752
17082,897-372,525
17083,3-2,1
17084,423-636,-213
17085,474-22,452
17086,865-161,704
17087,134-112,22
17088,570-778,-208
17089,145-664,-519
17090,599-176,423
17091,975-201,774
17092,838-998,-160
17093,284-620,-336
17094,464-371,93
17095,762-88,674
17096,813-388,425
17097,184-975,-791
17098,810-741,69
17099,172-392,-220
17100,961-86,875
17101,969-73,896
17102,56-938,-882
17103,452-315,137
17104,84-147,-63
17105,651-781,-130
17106,546-427,119
17107,529-446,83
17108,519-509,10
17109,857-524,333
17110,923-877,46
17111,11-932,-921
17112,578-63,515
17113,359-642,-283
17114,591-892,-301
17115,251-957,-706
17116,712-466,246
17117,921-66,855
17118,916-853,63
17119,487-916,-429
17120,205-32,173
17121,669-785,-116
17122,533-151,382
17123,999-531,468
17124,884-429,455
17125,309-560,-251
17126,610-786,-176
17127,484-551,-67
17128,91-835,-744
17129,348-328,20
17130,733-22,711
17131,961-543,418
17132,322-980,-658
17133,645-310,335
17134,538-790,-252
17135,981-64,917
17136,719-91,628
17137,427-397,30
17138,527-48,479
17139,494-700,-206
17140,724-189,535
17141,222-200,22
17142,743-884,-141
17143,669-99,570
17144,209-813,-604
17145,705-305,400
17146,220-973,-753
17147,59-156,-97
17148,107-212,-105
17149,395-274,121
17150,494-733,-239
17151,328-169,159
17152,610-256,354
17153,261-2,259
17154,179-446,-267
17155,596-59,537
17156,851-778,73
17157,220-189,31
17158,834-565,269
17159,297-482,-185
17160,286-349,-63
17161,790-441,349
17162,573-314,259
17163,66-249,-183
17164,262-985,-723
17165,443-846,-403
17166,367-771,-404
17167,569-635,-66
17168,945-638,307
17169,931-885,46
17170,751-753,-2
17171,223-857,-634
17172,678-487,191
17173,703-751,-48
17174,489-72,417
17175,895-496,399
17176,878-397,481
17177,383-963,-580
17178,357-444,-87
17179,111-339,-228
17180,416-385,31
17181,186-35,151
17182,40-85,-45
17183,171-169,2
17184,719-833,-114
17185,942-594,348
17186,382-825,-443
17187,400-39,361
17188,921-157,764
17189,682-121,561
17190,329-487,-158
17191,413-726,-313
17192,109-64,45
17193,30-237,-207
17194,359-891,-532
17195,195-176,19
17196,790-558,232
17197,38-150,-112
17198,451-383,68
17199,234-766,-532
17200,467-57,410
17201,640-704,-64
17202,619-582,37
17203,89-987,-898
17204,772-881,-109
17205,991-441,550
17206,614-172,442
17207,10-316,-306
17208,724-700,24
17209,193-453,-260
17210,37-655,-618
17211,188-338,-150
17212,343-32,311
17213,401-804,-403
17214,864-214,650
17215,313-753,-440
17216,257-158,99
17217,883-198,685
17218,632-711,-79
17219,471-633,-162
17220,517-577,-60
17221,324-597,-273
17222,285-543,-258
17223,981-324,657
17224,996-800,196
17225,850-95,755
17226,725-275,450
17227,197-345,-148
17228,636-398,238
17229,776-614,162
17230,238-647,-409
17231,72-444,-372
17232,693-808,-115
17233,386-450,-64
17234,567-945,-378
17235,256-163,93
17236,391-635,-244
17237,595-337,258
17238,953-95,858
17239,528-662,-134
17240,604-900,-296
17241,628-509,119
17242,885-342,543
17243,249-565,-316
17244,49-332,-283
17245,346-169,177
17246,332-347,-15
17247,914-618,296
17248,810-956,-146
17249,433-302,131
17250,960-314,646
17251,284-737,-453
17252,733-459,274
17253,425-749,-324
